"sorszam","telnev","iskola","egyutt","neme","szulev","htfovi","neme2","szulev2","szulho2","htfovi2","neme3","szulev3","szulho3","htfovi3","neme4","szulev4","szulho4","htfovi4","neme5","szulev5","szulho5","htfovi5","neme6","szulev6","szulho6","htfovi6","csalall","dolg","agazat","htnetto","d9","d10","d11"
1843,"Karancsság               ","8 általános","5","Férfi","1995","Gyermeke","Nő","1972","12","Házastársa","Férfi","1972","5","Családfő","Férfi","1990","11","Gyermeke","Férfi","2011","7","Gyermeke",NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1848,"Karancsság               ","8 általános","3","Férfi","1959","Családfő","Nő","1964","7","Házastársa","Férfi","2007","8","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","80000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1849,"Karancsság               ","Kevesebb, mint 8 általános","2","Nő","1984","Családfő","Férfi","2002","9","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","123000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1851,"Karancsság               ","8 általános","3","Nő","1989","Házastársa","Férfi","1989","8","Családfő","Nő","2010","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Munkanélküli","Mezőgazdaság, erdőgazdálkodás, halásza","65000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1852,"Karancsság               ","8 általános","3","Nő","1990","Házastársa","Férfi","1987","9","Családfő","Férfi","2011","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","1e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1853,"Karancsság               ","8 általános","2","Férfi","1963","Családfő","Nő","1966","3","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","72000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1856,"Pásztó                   ","Főiskola / BA / BSc","3","Férfi","1975","Családfő","Nő","1975","6","Házastársa","Nő","2014","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1857,"Pásztó                   ","8 általános","Egyedül él                    ","Férfi","1967","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Építőipar","95000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1858,"Pásztó                   ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1955","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Humán-egészségügyi, szociális ellátás","85000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1859,"Pásztó                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1961","Családfő","Nő","1962","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1860,"Pásztó                   ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1989","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1861,"Pásztó                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1960","Családfő","Nő","1959","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","340000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1870,"Salgótarján              ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1953","Családfő","Férfi","1953","7","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
1877,"Salgótarján              ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1955","Családfő","Nő","1958","10","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar",NA,"többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
1879,"Abony                    ","Gimnáziumi érettségi","2","Nő","1979","Családfő","Férfi","2003","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1880,"Abony                    ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1964","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Ingatlanügyletek","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1881,"Abony                    ","Gimnáziumi érettségi","3","Nő","1971","Házastársa","Férfi","1966","11","Családfő","Férfi","2004","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1882,"Abony                    ","Gimnáziumi érettségi","2","Nő","1979","Házastársa","Férfi","1977","5","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1885,"Abony                    ","Főiskola / BA / BSc","2","Nő","1969","Családfő","Nő","1950","2","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Oktatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1886,"Abony                    ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Pénzügyi, biztosítási tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1887,"Abony                    ","Gimnáziumi érettségi","2","Nő","1980","Házastársa","Férfi","1977","3","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1888,"Abony                    ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1971","Házastársa","Férfi","1965","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás","350000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1890,"Abony                    ","Gimnáziumi érettségi","Egyedül él                    ","Férfi","1966","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Építőipar","110000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1891,"Abony                    ","Gimnáziumi érettségi","2","Nő","1981","Családfő","Nő","1950","2","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1892,"Abony                    ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1967","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1893,"Abony                    ","Gimnáziumi érettségi","3","Nő","1971","Házastársa","Férfi","1970","1","Családfő","Férfi","2003","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","350000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1894,"Abony                    ","Gimnáziumi érettségi","2","Nő","1975","Házastársa","Férfi","1972","2","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","220000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1896,"Abony                    ","Gimnáziumi érettségi","2","Nő","1980","Családfő","Nő","1946","7","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Pénzügyi, biztosítási tevékenység","350000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1897,"Abony                    ","Gimnáziumi érettségi","2","Férfi","1961","Családfő","Nő","1957","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1899,"Abony                    ","Gimnáziumi érettségi","3","Nő","1980","Házastársa","Férfi","1980","2","Családfő","Férfi","2004","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1900,"Abony                    ","Gimnáziumi érettségi","2","Nő","1970","Házastársa","Férfi","1971","11","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1901,"Abony                    ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1967","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Ingatlanügyletek",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1902,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","3","Nő","1972","Házastársa","Férfi","1970","11","Családfő","Férfi","1990","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1903,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1986","Családfő","Nő","1989","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1904,"Acsa                     ","Gimnáziumi érettségi","3","Nő","1970","Házastársa","Férfi","1970","4","Családfő","Férfi","1993","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szakmai, tudományos, műszaki tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1905,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","4","Férfi","1970","Családfő","Nő","1974","11","Házastársa","Nő","1994","8","Gyermeke","Nő","1996","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1906,"Acsa                     ","Gimnáziumi érettségi","2","Nő","1973","Házastársa","Férfi","1970","3","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1907,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Szakmai, tudományos, műszaki tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1908,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1979","Családfő","Nő","1980","2","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szállítás, raktározás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1909,"Acsa                     ","Gimnáziumi érettségi","3","Nő","1970","Házastársa","Férfi","1970","8","Családfő","Férfi","1990","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1910,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1960","Családfő","Nő","1962","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1911,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1970","Házastársa","Férfi","1965","1","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1912,"Acsa                     ","Főiskola / BA / BSc","2","Nő","1974","Házastársa","Férfi","1972","10","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1913,"Acsa                     ","Gimnáziumi érettségi","3","Nő","1986","Házastársa","Férfi","1982","10","Családfő","Nő","1963","5","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1914,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1960","Családfő","Nő","1962","12","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szakmai, tudományos, műszaki tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1915,"Acsa                     ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1962","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Szállítás, raktározás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1916,"Acsa                     ","Gimnáziumi érettségi","3","Nő","1980","Házastársa","Férfi","1972","5","Családfő","Férfi","1977","12","Egyéb rokon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1917,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1970","Házastársa","Férfi","1970","9","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1918,"Acsa                     ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1970","Családfő","Nő","1970","11","Házastársa","Nő","1993","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
1919,"Alsónémedi               ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","4","Nő","1974","Élettársa","Férfi","1975","9","Családfő","Férfi","1997","8","Nem rokon","Nő","2000","1","Nem rokon",NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
